system_name,port_location,product_name,month_start,quantity,unit_price
Deuringas,Shukor Hub,Deuringas Truffles,2015-02-01,2933,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-03-01,3500,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-04-01,4249,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-05-01,5061,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-06-01,3976,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-07-01,4473,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-08-01,3381,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-09-01,2366,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-10-01,3633,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-11-01,3073,11749
Deuringas,Shukor Hub,Deuringas Truffles,2015-12-01,1995,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-01-01,3332,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-02-01,3353,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-03-01,2632,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-04-01,2499,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-05-01,3899,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-06-01,4557,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-07-01,5054,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-08-01,3696,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-09-01,4501,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-10-01,3654,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-11-01,3598,11749
Deuringas,Shukor Hub,Deuringas Truffles,2016-12-01,3024,11749
Diso,Shifnalport,Diso Ma Corn,2015-01-01,5940,11589
Diso,Shifnalport,Diso Ma Corn,2015-02-01,8445,11589
Diso,Shifnalport,Diso Ma Corn,2015-03-01,6855,11589
Diso,Shifnalport,Diso Ma Corn,2015-04-01,4575,11589
Diso,Shifnalport,Diso Ma Corn,2015-05-01,7005,11589
Diso,Shifnalport,Diso Ma Corn,2015-06-01,7995,11589
Diso,Shifnalport,Diso Ma Corn,2015-07-01,7785,11589
Diso,Shifnalport,Diso Ma Corn,2015-08-01,7320,11589
Diso,Shifnalport,Diso Ma Corn,2015-09-01,6000,11589
Diso,Shifnalport,Diso Ma Corn,2015-10-01,8160,11589
Diso,Shifnalport,Diso Ma Corn,2015-11-01,8625,11589
Diso,Shifnalport,Diso Ma Corn,2015-12-01,5550,11589
Diso,Shifnalport,Diso Ma Corn,2016-01-01,7335,11589
Diso,Shifnalport,Diso Ma Corn,2016-02-01,8115,11589
Diso,Shifnalport,Diso Ma Corn,2016-03-01,8370,11589
Diso,Shifnalport,Diso Ma Corn,2016-04-01,9255,11589
Diso,Shifnalport,Diso Ma Corn,2016-05-01,7890,11589
Diso,Shifnalport,Diso Ma Corn,2016-06-01,7710,11589
Diso,Shifnalport,Diso Ma Corn,2016-07-01,5535,11589
Diso,Shifnalport,Diso Ma Corn,2016-08-01,4980,11589
Diso,Shifnalport,Diso Ma Corn,2016-09-01,5820,11589
Diso,Shifnalport,Diso Ma Corn,2016-10-01,5070,11589
Diso,Shifnalport,Diso Ma Corn,2016-11-01,7500,11589
Diso,Shifnalport,Diso Ma Corn,2016-12-01,7005,11589
Eleu,Finney Dock,Eleu Thermals,2015-01-01,4420,6120
Eleu,Finney Dock,Eleu Thermals,2015-02-01,4381,6120
Eleu,Finney Dock,Eleu Thermals,2015-03-01,4446,6120
Eleu,Finney Dock,Eleu Thermals,2015-04-01,6383,6120
Eleu,Finney Dock,Eleu Thermals,2015-05-01,7696,6120
Eleu,Finney Dock,Eleu Thermals,2015-06-01,4784,6120
Eleu,Finney Dock,Eleu Thermals,2015-07-01,5928,6120
Eleu,Finney Dock,Eleu Thermals,2015-08-01,7007,6120
Eleu,Finney Dock,Eleu Thermals,2015-09-01,5538,6120
Eleu,Finney Dock,Eleu Thermals,2015-10-01,6370,6120
Eleu,Finney Dock,Eleu Thermals,2015-11-01,5382,6120
Eleu,Finney Dock,Eleu Thermals,2015-12-01,4459,6120
Eleu,Finney Dock,Eleu Thermals,2016-01-01,4277,6120
Eleu,Finney Dock,Eleu Thermals,2016-02-01,3575,6120
Eleu,Finney Dock,Eleu Thermals,2016-03-01,4797,6120
Eleu,Finney Dock,Eleu Thermals,2016-04-01,6955,6120
Eleu,Finney Dock,Eleu Thermals,2016-05-01,7826,6120
Eleu,Finney Dock,Eleu Thermals,2016-06-01,8528,6120
Eleu,Finney Dock,Eleu Thermals,2016-07-01,8606,6120
Eleu,Finney Dock,Eleu Thermals,2016-08-01,6240,6120
Eleu,Finney Dock,Eleu Thermals,2016-09-01,5954,6120
Eleu,Finney Dock,Eleu Thermals,2016-10-01,7267,6120
Eleu,Finney Dock,Eleu Thermals,2016-11-01,5798,6120
Eleu,Finney Dock,Eleu Thermals,2016-12-01,5902,6120
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-01-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-02-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-03-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-04-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-05-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-06-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-07-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-08-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-09-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-10-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-11-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2015-12-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-01-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-02-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-03-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-04-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-05-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-06-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-07-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-08-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-09-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-10-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-11-01,NaN,5500
Epsilon Indi,Mansfield Orbiter,Indi Bourbon,2016-12-01,NaN,5500
Eranin,Azeban City,Eranin Pearl Whisky,2015-01-01,3792,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-02-01,2496,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-03-01,2096,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-04-01,4312,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-05-01,3992,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-06-01,3872,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-07-01,4984,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-08-01,4928,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-09-01,4976,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-10-01,6016,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-11-01,5544,13531
Eranin,Azeban City,Eranin Pearl Whisky,2015-12-01,4592,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-01-01,5800,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-02-01,3224,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-03-01,2704,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-04-01,3448,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-05-01,2824,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-06-01,2960,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-07-01,2120,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-08-01,2928,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-09-01,3360,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-10-01,4184,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-11-01,3632,13531
Eranin,Azeban City,Eranin Pearl Whisky,2016-12-01,4088,13531
Eshu,Shajn Terminal,Eshu Umbrellas,2015-01-01,5283,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-02-01,6138,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-03-01,3870,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-04-01,5382,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-05-01,5166,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-06-01,3546,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-07-01,5526,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-08-01,4806,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-09-01,3276,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-10-01,3501,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-11-01,3654,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2015-12-01,4995,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-01-01,4572,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-02-01,4122,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-03-01,5346,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-04-01,5229,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-05-01,4545,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-06-01,3762,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-07-01,4059,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-08-01,4572,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-09-01,3861,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-10-01,3996,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-11-01,6012,10121
Eshu,Shajn Terminal,Eshu Umbrellas,2016-12-01,4671,10121
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-01-01,4850,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-02-01,7110,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-03-01,4640,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-04-01,3930,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-05-01,3400,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-06-01,5180,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-07-01,6800,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-08-01,7980,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-09-01,6660,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-10-01,4470,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-11-01,5720,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2015-12-01,7310,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-01-01,7040,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-02-01,5150,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-03-01,4640,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-04-01,4190,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-05-01,6120,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-06-01,6390,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-07-01,7570,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-08-01,4970,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-09-01,5220,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-10-01,5330,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-11-01,4010,8353
Esuseku,Savinykh Orbital,Esuseku Caviar,2016-12-01,3270,8353
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-01-01,2681,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-02-01,2695,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-03-01,4592,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-04-01,3451,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-05-01,2254,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-06-01,2135,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-07-01,2548,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-08-01,3703,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-09-01,3689,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-10-01,4466,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-11-01,3430,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2015-12-01,4368,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-01-01,4242,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-02-01,2772,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-03-01,4109,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-04-01,3199,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-05-01,2282,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-06-01,3787,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-07-01,4074,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-08-01,4914,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-09-01,5341,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-10-01,4004,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-11-01,3038,7476
Ethgreze,Bloch Station,Ethgreze Tea Buds,2016-12-01,2919,7476
Fujin,Futen Spaceport,Fujin Tea,2015-01-01,6110,6681
Fujin,Futen Spaceport,Fujin Tea,2015-02-01,5600,6681
Fujin,Futen Spaceport,Fujin Tea,2015-03-01,6870,6681
Fujin,Futen Spaceport,Fujin Tea,2015-04-01,7930,6681
Fujin,Futen Spaceport,Fujin Tea,2015-05-01,4580,6681
Fujin,Futen Spaceport,Fujin Tea,2015-06-01,4100,6681
Fujin,Futen Spaceport,Fujin Tea,2015-07-01,5970,6681
Fujin,Futen Spaceport,Fujin Tea,2015-08-01,5940,6681
Fujin,Futen Spaceport,Fujin Tea,2015-09-01,6690,6681
Fujin,Futen Spaceport,Fujin Tea,2015-10-01,6710,6681
Fujin,Futen Spaceport,Fujin Tea,2015-11-01,5420,6681
Fujin,Futen Spaceport,Fujin Tea,2015-12-01,6860,6681
Fujin,Futen Spaceport,Fujin Tea,2016-01-01,4790,6681
Fujin,Futen Spaceport,Fujin Tea,2016-02-01,5460,6681
Fujin,Futen Spaceport,Fujin Tea,2016-03-01,6350,6681
Fujin,Futen Spaceport,Fujin Tea,2016-04-01,5550,6681
Fujin,Futen Spaceport,Fujin Tea,2016-05-01,3580,6681
Fujin,Futen Spaceport,Fujin Tea,2016-06-01,4190,6681
Fujin,Futen Spaceport,Fujin Tea,2016-07-01,3070,6681
Fujin,Futen Spaceport,Fujin Tea,2016-08-01,3840,6681
Fujin,Futen Spaceport,Fujin Tea,2016-09-01,4170,6681
Fujin,Futen Spaceport,Fujin Tea,2016-10-01,3700,6681
Fujin,Futen Spaceport,Fujin Tea,2016-11-01,4070,6681
Fujin,Futen Spaceport,Fujin Tea,2016-12-01,6660,6681
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-01-01,10902,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-02-01,14858,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-03-01,8993,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-04-01,9292,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-05-01,8901,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-06-01,10649,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-07-01,6417,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-08-01,10741,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-09-01,10971,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-10-01,10856,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-11-01,11983,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2015-12-01,12121,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-01-01,12259,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-02-01,6486,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-03-01,12926,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-04-01,11086,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-05-01,15985,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-06-01,13018,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-07-01,15594,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-08-01,11914,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-09-01,9775,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-10-01,7245,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-11-01,5014,12415
Geawen,Obruchev Legacy,Geawen Dance Dust,2016-12-01,4692,12415
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-01-01,9240,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-02-01,9135,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-03-01,10725,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-04-01,8325,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-05-01,7425,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-06-01,5700,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-07-01,8040,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-08-01,7710,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-09-01,5580,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-10-01,6105,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-11-01,7035,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2015-12-01,8550,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-01-01,7140,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-02-01,7305,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-03-01,7530,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-04-01,10215,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-05-01,8820,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-06-01,8115,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-07-01,6810,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-08-01,7560,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-09-01,8640,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-10-01,6195,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-11-01,4170,13376
George Pantazis,Zamka Platform,Pantaa Prayer Sticks,2016-12-01,5445,13376
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-01-01,9639,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-02-01,7668,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-03-01,11475,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-04-01,12960,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-05-01,17631,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-06-01,16389,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-07-01,12744,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-08-01,11772,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-09-01,16254,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-10-01,13419,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-11-01,11475,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2015-12-01,15039,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-01-01,16011,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-02-01,12663,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-03-01,14310,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-04-01,17091,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-05-01,11664,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-06-01,17253,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-07-01,18333,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-08-01,17172,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-09-01,15633,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-10-01,20034,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-11-01,20520,14334
Geras,Yurchikhin Port,Gerasian Gueuze Beer,2016-12-01,18333,14334
Gilya,Bell Orbital,Gilya Signature Weapons,2015-01-01,5652,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-02-01,5625,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-03-01,6570,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-04-01,5283,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-05-01,2970,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-06-01,5373,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-07-01,4779,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-08-01,4374,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-09-01,4725,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-10-01,3546,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-11-01,4806,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2015-12-01,4032,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-01-01,3240,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-02-01,3663,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-03-01,3330,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-04-01,4311,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-05-01,5220,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-06-01,4671,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-07-01,3735,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-08-01,3042,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-09-01,3627,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-10-01,5130,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-11-01,4788,9056
Gilya,Bell Orbital,Gilya Signature Weapons,2016-12-01,4626,9056
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-01-01,8880,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-02-01,9680,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-03-01,8800,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-04-01,8432,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-05-01,10960,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-06-01,7856,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-07-01,7056,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-08-01,5824,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-09-01,6880,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-10-01,10624,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-11-01,10672,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2015-12-01,7584,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-01-01,7584,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-02-01,10192,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-03-01,8384,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-04-01,7392,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-05-01,6656,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-06-01,7120,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-07-01,10304,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-08-01,9216,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-09-01,7408,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-10-01,6128,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-11-01,6304,6162
Goman,Gustav Sporer Port,Goman Yaupon Coffee,2016-12-01,6400,6162
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-01-01,5866,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-02-01,6636,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-03-01,8918,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-04-01,5362,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-05-01,6384,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-06-01,5292,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-07-01,4214,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-08-01,3864,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-09-01,4396,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-10-01,7756,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-11-01,7490,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2015-12-01,4172,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-01-01,6552,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-02-01,6412,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-03-01,3402,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-04-01,3108,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-05-01,6202,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-06-01,8078,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-07-01,5586,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-08-01,6468,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-09-01,6888,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-10-01,7280,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-11-01,7070,6765
Haiden,Searfoss Enterprise,Haidne Black Brew,2016-12-01,5376,6765
Havasupai,Lovelace Port,Havasupai Dream Catcher,2015-01-01,NaN,7016
Havasupai,Lovelace Port,Havasupai Dream Catcher,2015-02-01,NaN,7016
Havasupai,Lovelace Port,Havasupai Dream Catcher,2015-03-01,NaN,7016
Havasupai,Lovelace Port,Havasupai Dream Catcher,2015-04-01,NaN,7016
